node_id,node_type,original_id,label
ingredient_37988,ingredient,a pinch cumin seeds jeera turmeric powder haldi salt,a pinch cumin seeds jeera turmeric powder haldi salt
ingredient_37989,ingredient,to taste mustard oil for the gravy 1 onion,to taste mustard oil for the gravy 1 onion
ingredient_37990,ingredient,puree 1 inch cinnamon stick dalchini 1 bay leaf tej patta turmeric powder haldi red chilli powder coriander powder dhania water,puree 1 inch cinnamon stick dalchini 1 bay leaf tej patta turmeric powder haldi red chilli powder coriander powder dhania water
ingredient_37991,ingredient,as required kasuri methi dried fenugreek leaves coriander dhania leaves,as required kasuri methi dried fenugreek leaves coriander dhania leaves
recipe_37992,recipe,15901,Gobi and Soya Keema Recipe
ingredient_37993,ingredient,grated soy chunks nuggets 6 baby potatoes,grated soy chunks nuggets 6 baby potatoes
ingredient_37994,ingredient,peeled and cut into half green peas matar,peeled and cut into half green peas matar
ingredient_37995,ingredient,chopped 1 inch ginger 2 cloves garlic salt,chopped 1 inch ginger 2 cloves garlic salt
ingredient_37996,ingredient,as per taste ghee red chilli powder garam masala powder turmeric powder haldi coriander powder dhania 1 bay leaf tej patta ingredients for garnish 5 sprig coriander dhania leaves,as per taste ghee red chilli powder garam masala powder turmeric powder haldi coriander powder dhania 1 bay leaf tej patta ingredients for garnish 5 sprig coriander dhania leaves
ingredient_37997,ingredient,roughly chopped lemon juice,roughly chopped lemon juice
recipe_37998,recipe,15902,Tamil Nadu Style Kothamali Aval Upma Recipe - Coriander Poha Recipe
ingredient_37999,ingredient,poha flattened rice turmeric powder haldi salt and pepper,poha flattened rice turmeric powder haldi salt and pepper
ingredient_38000,ingredient,to taste to be ground to paste fresh coconut coriander dhania leaves,to taste to be ground to paste fresh coconut coriander dhania leaves
ingredient_38001,ingredient,roughly chopped 2 green chillies jaggery lemon juice for seasoning oil mustard seeds rai kadugu white urad dal split 2 sprig curry leaves,roughly chopped 2 green chillies jaggery lemon juice for seasoning oil mustard seeds rai kadugu white urad dal split 2 sprig curry leaves
recipe_38002,recipe,15903,Kashmiri Style Rista Recipe - Mutton Kofta Curry
ingredient_38003,ingredient,for the mutton meatball mutton kheema 1 onion,for the mutton meatball mutton kheema 1 onion
ingredient_38004,ingredient,sliced 1 green chilli 4 cloves garlic 1 inch ginger 1 cardamom powder elaichi 2 cloves laung 1 inch cinnamon stick dalchini fennel seeds saunf salt,sliced 1 green chilli 4 cloves garlic 1 inch ginger 1 cardamom powder elaichi 2 cloves laung 1 inch cinnamon stick dalchini fennel seeds saunf salt
ingredient_38005,ingredient,to taste for the curry 1 onion,to taste for the curry 1 onion
ingredient_38006,ingredient,chopped cumin seeds jeera 3 cloves garlic 1 inch ginger 1 green chilli red chilli powder turmeric powder haldi salt,chopped cumin seeds jeera 3 cloves garlic 1 inch ginger 1 green chilli red chilli powder turmeric powder haldi salt
recipe_38007,recipe,15904,Milagu Keerai Poricha Kootu Recipe - Palak And Moong Dal Kootu
ingredient_38008,ingredient,washed and finely chopped yellow moong dal split turmeric powder haldi salt,washed and finely chopped yellow moong dal split turmeric powder haldi salt
ingredient_38009,ingredient,to taste ingredients for kootu masala cumin seeds jeera whole black peppercorns fresh coconut,to taste ingredients for kootu masala cumin seeds jeera whole black peppercorns fresh coconut
ingredient_38010,ingredient,grated ingredients for seasoning coconut oil mustard seeds rai kadugu cumin seeds jeera white urad dal split 1 sprig curry leaves,grated ingredients for seasoning coconut oil mustard seeds rai kadugu cumin seeds jeera white urad dal split 1 sprig curry leaves
recipe_38011,recipe,15905,Podi Potta Pachhai Kathirikai | Brinjal Stir Fry Recipe With Curry Powder
ingredient_38012,ingredient,for the curry podi coriander dhania seeds chana dal bengal gram dal white urad dal split 15 dry red chillies oil mustard seeds rai kadugu others ingredients small green brinjal green aubergine turmeric powder haldi coriander powder dhania mustard seeds rai kadugu asafoetida hing oil tamarind,for the curry podi coriander dhania seeds chana dal bengal gram dal white urad dal split 15 dry red chillies oil mustard seeds rai kadugu others ingredients small green brinjal green aubergine turmeric powder haldi coriander powder dhania mustard seeds rai kadugu asafoetida hing oil tamarind
ingredient_38013,ingredient,a small ball salt,a small ball salt
recipe_38014,recipe,15906,Smoked Dhaba Dal Recipe
ingredient_38015,ingredient,arhar dal split toor dal green moong dal whole 1 onion,arhar dal split toor dal green moong dal whole 1 onion
ingredient_38016,ingredient,finely chopped cumin powder jeera coriander powder dhania red chilli powder turmeric powder haldi black salt kala namak salt,finely chopped cumin powder jeera coriander powder dhania red chilli powder turmeric powder haldi black salt kala namak salt
ingredient_38017,ingredient,as required ingredients of seasoning ghee cumin seeds jeera 2 dry red chillies,as required ingredients of seasoning ghee cumin seeds jeera 2 dry red chillies
ingredient_38018,ingredient,broken 2 cloves garlic,broken 2 cloves garlic
ingredient_38019,ingredient,slivered 4 sprig coriander dhania leaves,slivered 4 sprig coriander dhania leaves
ingredient_38020,ingredient,finely chopped 1 charcoal,finely chopped 1 charcoal
recipe_38021,recipe,15907,Muringakka Manga Mulakushyam - Mango & Drumstick Kootu Curry
ingredient_38022,ingredient,chopped to about 1 5 inch 1 mango raw,chopped to about 1 5 inch 1 mango raw
ingredient_38023,ingredient,peeled chopped to bite size 1 green chilli water salt,peeled chopped to bite size 1 green chilli water salt
ingredient_38024,ingredient,to taste ingredients for parippu arhar dal split toor dal,to taste ingredients for parippu arhar dal split toor dal
ingredient_38025,ingredient,soaked for 30 minutes turmeric powder haldi water ingredients for coconut paste fresh coconut,soaked for 30 minutes turmeric powder haldi water ingredients for coconut paste fresh coconut
ingredient_38026,ingredient,grated cumin seeds jeera 2 green chillies 2 water ingredients to temper 1 coconut oil mustard seeds rai kadugu white urad dal split 2 dry red chillies 1 sprig curry leaves,grated cumin seeds jeera 2 green chillies 2 water ingredients to temper 1 coconut oil mustard seeds rai kadugu white urad dal split 2 dry red chillies 1 sprig curry leaves
recipe_38027,recipe,15908,Stuffed Palak Paneer Paratha
ingredient_38028,ingredient,for the dough whole wheat flour water,for the dough whole wheat flour water
ingredient_38029,ingredient,a pinch oil ingredients for the filling paneer homemade cottage cheese,a pinch oil ingredients for the filling paneer homemade cottage cheese
ingredient_38030,ingredient,grated crumbled spinach leaves palak,grated crumbled spinach leaves palak
ingredient_38031,ingredient,finely chopped kasuri methi dried fenugreek leaves,finely chopped kasuri methi dried fenugreek leaves
ingredient_38032,ingredient,crushed red chilli powder turmeric powder haldi amchur dry mango powder cumin powder jeera salt,crushed red chilli powder turmeric powder haldi amchur dry mango powder cumin powder jeera salt
ingredient_38033,ingredient,to taste nutralite classic spread,to taste nutralite classic spread
ingredient_38034,ingredient,to cook parathas,to cook parathas
recipe_38035,recipe,15909,Ilish Pulao Recipe - Bengali Style Hilsa Fish Pilaf
ingredient_38036,ingredient,for fish 6 hilsa fish,for fish 6 hilsa fish
ingredient_38037,ingredient,pieces onion,pieces onion
ingredient_38038,ingredient,ground to paste ginger garlic paste red chilli powder green chillies,ground to paste ginger garlic paste red chilli powder green chillies
ingredient_38039,ingredient,adjust mishti doi,adjust mishti doi
ingredient_38040,ingredient,whisked well coconut milk ghee salt,whisked well coconut milk ghee salt
ingredient_38041,ingredient,to taste for pulao rice,to taste for pulao rice
ingredient_38042,ingredient,basmati or gobindobhog,basmati or gobindobhog
ingredient_38043,ingredient,soaked for 20 minutes coconut milk 1 green chilli ghee salt,soaked for 20 minutes coconut milk 1 green chilli ghee salt
ingredient_38044,ingredient,to taste lukewarm water whole garam masala 1 bay leaf tej patta 2 inch cinnamon stick dalchini 5 cardamom elaichi pods seeds,to taste lukewarm water whole garam masala 1 bay leaf tej patta 2 inch cinnamon stick dalchini 5 cardamom elaichi pods seeds
ingredient_38045,ingredient,crushed 5 cloves laung,crushed 5 cloves laung
ingredient_38046,ingredient,pounded,pounded
recipe_38047,recipe,15910,Methi Lachha Paratha Recipe
ingredient_38048,ingredient,whole wheat flour methi leaves fenugreek leaves 2 green chillies,whole wheat flour methi leaves fenugreek leaves 2 green chillies
recipe_38049,recipe,15911,Kanchipuram Idlis Recipe
ingredient_38050,ingredient,for batter idli rice black urad dal whole methi seeds fenugreek seeds salt,for batter idli rice black urad dal whole methi seeds fenugreek seeds salt
ingredient_38051,ingredient,to taste for tempering ghee cumin seeds jeera whole black peppercorns 1 sprig curry leaves 1 inch ginger,to taste for tempering ghee cumin seeds jeera whole black peppercorns 1 sprig curry leaves 1 inch ginger
recipe_38052,recipe,15912,Suran Kofta Curry Recipe - Yam Kofta Curry
ingredient_38053,ingredient,for the kofta elephant yam suran senai ratalu,for the kofta elephant yam suran senai ratalu
ingredient_38054,ingredient,peeled and diced cup gram flour besan 1 green chilli,peeled and diced cup gram flour besan 1 green chilli
ingredient_38055,ingredient,as per your taste 1 inch ginger,as per your taste 1 inch ginger
ingredient_38056,ingredient,finely chopped for curry 3 tomatoes,finely chopped for curry 3 tomatoes
ingredient_38057,ingredient,finely chopped cup mint leaves pudina,finely chopped cup mint leaves pudina
ingredient_38058,ingredient,to taste garam masala powder cumin powder jeera 1 pinch sugar,to taste garam masala powder cumin powder jeera 1 pinch sugar
recipe_38059,recipe,15913,Kashmiri Style Paneer Masala Recipe
ingredient_38060,ingredient,diced in cubes for the gravy 1 pinch asafoetida hing 2 inch cinnamon stick dalchini 2 bay leaves tej patta 6 cardamom elaichi pods seeds ajwain carom seeds homemade tomato puree kashmiri red chilli powder dry ginger powder curd dahi yogurt fennel seeds saunf,diced in cubes for the gravy 1 pinch asafoetida hing 2 inch cinnamon stick dalchini 2 bay leaves tej patta 6 cardamom elaichi pods seeds ajwain carom seeds homemade tomato puree kashmiri red chilli powder dry ginger powder curd dahi yogurt fennel seeds saunf
ingredient_38061,ingredient,powdered 1 pinch saffron strands 1 pinch garam masala powder salt,powdered 1 pinch saffron strands 1 pinch garam masala powder salt
recipe_38062,recipe,15914,Radish Leaves Pachadi Recipe
ingredient_38063,ingredient,chopped 10 dry red chillies,chopped 10 dry red chillies
ingredient_38064,ingredient,adjust 2 green chillies,adjust 2 green chillies
ingredient_38065,ingredient,split salt,split salt
ingredient_38066,ingredient,to taste turmeric powder haldi oil mustard seeds rai kadugu white urad dal split methi seeds fenugreek seeds asafoetida hing 5 curry leaves 3 cloves garlic 2 inch tamarind,to taste turmeric powder haldi oil mustard seeds rai kadugu white urad dal split methi seeds fenugreek seeds asafoetida hing 5 curry leaves 3 cloves garlic 2 inch tamarind
recipe_38067,recipe,15915,Andhra Style Kandagadda Vepudu Recipe - Yam Stir Fry Recipe
ingredient_38068,ingredient,cut into small florets mustard seeds rai kadugu 2 sprig curry leaves 1 green chilli,cut into small florets mustard seeds rai kadugu 2 sprig curry leaves 1 green chilli
ingredient_38069,ingredient,chopped turmeric powder haldi red chilli powder black pepper powder salt,chopped turmeric powder haldi red chilli powder black pepper powder salt
recipe_38070,recipe,15916,नुव्वुला पचड़ी रेसिपी - Nuvvula Pachadi Recipe
ingredient_38071,ingredient,adjust according to your preference 1 1 1 2 1 2,adjust according to your preference 1 1 1 2 1 2
recipe_38072,recipe,15917,Tofu Fried Rice Recipe
ingredient_38073,ingredient,basmati rice tofu,basmati rice tofu
ingredient_38074,ingredient,cubed 1 bay leaf tej patta cinnamon powder dalchini 2 onions,cubed 1 bay leaf tej patta cinnamon powder dalchini 2 onions
ingredient_38075,ingredient,finely chopped 4 spring onion bulb greens,finely chopped 4 spring onion bulb greens
ingredient_38076,ingredient,finely chopped 1 2 red yellow or green bell pepper capsicum,finely chopped 1 2 red yellow or green bell pepper capsicum
ingredient_38077,ingredient,julienned 1 carrot gajjar,julienned 1 carrot gajjar
ingredient_38078,ingredient,peeled and julienned 8 button mushrooms,peeled and julienned 8 button mushrooms
ingredient_38079,ingredient,finely chopped ginger garlic paste green chilli sauce soy sauce oil,finely chopped ginger garlic paste green chilli sauce soy sauce oil
recipe_38080,recipe,15918,Badusha Recipe | Balushahi Recipe - Sweet Indian Doughnut
ingredient_38081,ingredient,all purpose flour maida baking soda salt ghee curd dahi yogurt,all purpose flour maida baking soda salt ghee curd dahi yogurt
ingredient_38082,ingredient,chilled oil,chilled oil
ingredient_38083,ingredient,for deep frying ingredients for garnish pistachios,for deep frying ingredients for garnish pistachios
ingredient_38084,ingredient,roughly chopped ingredients for sugar syrup sugar water cardamom powder elaichi,roughly chopped ingredients for sugar syrup sugar water cardamom powder elaichi
recipe_38085,recipe,15919,Aar Macher Jhol Recipe - Bengali Style Fish In Tomato Gravy
ingredient_38086,ingredient,rohu katla fish cut into thick steaks 1 tomato,rohu katla fish cut into thick steaks 1 tomato
ingredient_38087,ingredient,finely chopped 2 bay leaves tej patta 1 ginger,finely chopped 2 bay leaves tej patta 1 ginger
ingredient_38088,ingredient,paste 4 green chillies,paste 4 green chillies
ingredient_38089,ingredient,coarsely crushed cumin powder jeera coriander powder dhania salt,coarsely crushed cumin powder jeera coriander powder dhania salt
ingredient_38090,ingredient,to taste cumin seeds jeera turmeric powder haldi 2 green chillies,to taste cumin seeds jeera turmeric powder haldi 2 green chillies
ingredient_38091,ingredient,slit lengthwise mustard oil,slit lengthwise mustard oil
ingredient_38092,ingredient,as required 1 water,as required 1 water
ingredient_38093,ingredient,add if you like a loose gravy sugar,add if you like a loose gravy sugar
ingredient_38094,ingredient,a pinch optional coriander dhania leaves,a pinch optional coriander dhania leaves
recipe_38095,recipe,15920,Bhindi Masala Recipe - Bhindi Tamatar Ki Sabzi
ingredient_38096,ingredient,bhindi lady finger okra 1 onion,bhindi lady finger okra 1 onion
recipe_38097,recipe,15921,Ilish Macher Korma Recipe - Hilsa Fish Curry In Rich Gravy
ingredient_38098,ingredient,fillets onion,fillets onion
ingredient_38099,ingredient,slit cashew nuts,slit cashew nuts
ingredient_38100,ingredient,ground to paste sultana raisins hung curd greek yogurt for tempering 1 inch cinnamon stick dalchini 1 bay leaf tej patta 4 cardamom elaichi pods seeds other ingredients turmeric powder haldi garam masala powder sugar salt,ground to paste sultana raisins hung curd greek yogurt for tempering 1 inch cinnamon stick dalchini 1 bay leaf tej patta 4 cardamom elaichi pods seeds other ingredients turmeric powder haldi garam masala powder sugar salt
ingredient_38101,ingredient,to taste 1 red chilli powder ghee mustard oil,to taste 1 red chilli powder ghee mustard oil
recipe_38102,recipe,15922,Chamadumpa Sabzi Recipe - Andhra Style Dry Baked Masala Arbi
ingredient_38103,ingredient,colocasia root arbi water salt,colocasia root arbi water salt
ingredient_38104,ingredient,to taste red chilli powder coriander powder dhania oil for roasted chana dal spice powder roasted gram dal pottukadalai cumin powder jeera 3 garlic salt,to taste red chilli powder coriander powder dhania oil for roasted chana dal spice powder roasted gram dal pottukadalai cumin powder jeera 3 garlic salt
recipe_38105,recipe,15923,Spicy & Masaledar Aloo Gobi & Beans Tawa Sabzi Recipe
ingredient_38106,ingredient,peeled and diced 1 cauliflower gobi,peeled and diced 1 cauliflower gobi
ingredient_38107,ingredient,slit red chilli powder turmeric powder haldi coriander powder dhania cumin powder jeera garam masala powder amchur dry mango powder salt,slit red chilli powder turmeric powder haldi coriander powder dhania cumin powder jeera garam masala powder amchur dry mango powder salt
ingredient_38108,ingredient,to taste oil 3 sprig coriander dhania leaves,to taste oil 3 sprig coriander dhania leaves
recipe_38109,recipe,15924,Gulab Phirni Recipe - Rose Flavoured Rice Pudding Shots
ingredient_38110,ingredient,rice milk milk few saffron strands rose water mixed nuts,rice milk milk few saffron strands rose water mixed nuts
ingredient_38111,ingredient,pistachio and almonds for garnishing for dates dates milk,pistachio and almonds for garnishing for dates dates milk
ingredient_38112,ingredient,hot,hot
recipe_38113,recipe,15925,Mulyachi Bhaji Recipe - Goan Style Mooli Ki Sabzi
ingredient_38114,ingredient,including greens yellow moong dal split water 2 green chillies,including greens yellow moong dal split water 2 green chillies
ingredient_38115,ingredient,split vertically fresh coconut,split vertically fresh coconut
recipe_38116,recipe,15926,Pan Fried Brussel Sprouts Recipe
ingredient_38117,ingredient,brussel sprouts 3 cloves garlic,brussel sprouts 3 cloves garlic
ingredient_38118,ingredient,finely chopped black pepper powder mixed herbs dried garlic salt extra virgin olive oil,finely chopped black pepper powder mixed herbs dried garlic salt extra virgin olive oil
recipe_38119,recipe,15927,Chana Methi Dal Recipe - Fenugreek & Split Bengal Gram Curry
ingredient_38120,ingredient,chana dal bengal gram dal methi leaves fenugreek leaves,chana dal bengal gram dal methi leaves fenugreek leaves
ingredient_38121,ingredient,cleaned chopped asafoetida hing 1 onion,cleaned chopped asafoetida hing 1 onion
ingredient_38122,ingredient,chopped coriander powder dhania turmeric powder haldi red chilli powder salt,chopped coriander powder dhania turmeric powder haldi red chilli powder salt
ingredient_38123,ingredient,to taste for tadka ghee cumin seeds jeera 2 dry red chillies,to taste for tadka ghee cumin seeds jeera 2 dry red chillies
recipe_38124,recipe,15928,Chutney Podi Sadam Recipe - Rice Flavoured With Chutney Podi
ingredient_38125,ingredient,1 cooked rice mustard seeds rai kadugu white urad dal split chana dal bengal gram dal raw peanuts moongphali 2 sprig curry leaves,1 cooked rice mustard seeds rai kadugu white urad dal split chana dal bengal gram dal raw peanuts moongphali 2 sprig curry leaves
ingredient_38126,ingredient,slit turmeric powder haldi 1 onion,slit turmeric powder haldi 1 onion
ingredient_38127,ingredient,to taste ghee lemon juice idli dosa podi milagai powder coriander dhania leaves,to taste ghee lemon juice idli dosa podi milagai powder coriander dhania leaves
recipe_38128,recipe,15929,Ajwain Puri Recipe - Puri Flavoured With Carom Seeds
ingredient_38129,ingredient,whole wheat flour ajwain carom seeds turmeric powder haldi salt,whole wheat flour ajwain carom seeds turmeric powder haldi salt
recipe_38130,recipe,15930,Methi & Pudina Aloo Sabzi Recipe
ingredient_38131,ingredient,peeled and cubed methi leaves fenugreek leaves,peeled and cubed methi leaves fenugreek leaves
ingredient_38132,ingredient,washed and chopped mint leaves pudina,washed and chopped mint leaves pudina
ingredient_38133,ingredient,grated turmeric powder haldi garam masala powder coriander powder dhania salt,grated turmeric powder haldi garam masala powder coriander powder dhania salt
ingredient_38134,ingredient,to taste cumin seeds jeera oil,to taste cumin seeds jeera oil
recipe_38135,recipe,15931,Kaddu Simla Mirch Sabzi Recipe - Pumpkin Capsicum Sabzi
ingredient_38136,ingredient,mustard oil mustard seeds rai kadugu cumin seeds jeera methi seeds fenugreek seeds 1 onion,mustard oil mustard seeds rai kadugu cumin seeds jeera methi seeds fenugreek seeds 1 onion
ingredient_38137,ingredient,torn turmeric powder haldi sambar powder,torn turmeric powder haldi sambar powder
ingredient_38138,ingredient,or panch phoran jaggery salt,or panch phoran jaggery salt
recipe_38139,recipe,15932,Paruppu Urundai Rasam Recipe - Dal Dumpling Rasam
ingredient_38140,ingredient,for paruppu urundai arhar dal split toor dal,for paruppu urundai arhar dal split toor dal
ingredient_38141,ingredient,soaked in water for 1 hour 3 dry red chillies asafoetida hing,soaked in water for 1 hour 3 dry red chillies asafoetida hing
ingredient_38142,ingredient,to taste sesame gingelly oil for rasam ghee mustard seeds rai kadugu cumin seeds jeera 2 sprig curry leaves,to taste sesame gingelly oil for rasam ghee mustard seeds rai kadugu cumin seeds jeera 2 sprig curry leaves
ingredient_38143,ingredient,torn asafoetida hing tamarind water 1 tomato,torn asafoetida hing tamarind water 1 tomato
ingredient_38144,ingredient,chopped and pureed cumin powder jeera coriander dhania powder turmeric powder haldi black pepper powder red chilli powder jaggery salt,chopped and pureed cumin powder jeera coriander dhania powder turmeric powder haldi black pepper powder red chilli powder jaggery salt
recipe_38145,recipe,15933,The Oat and Green Moong Dal Pesarattu-Savory Lentil Crepe Recipe
ingredient_38146,ingredient,instant oats oatmeal rice green moong dal whole asafoetida hing 2 green chillies,instant oats oatmeal rice green moong dal whole asafoetida hing 2 green chillies
recipe_38147,recipe,15934,Sweet Potato Sabzi Recipe
ingredient_38148,ingredient,peeled and cut into 1 4 inch round slices oil 1 dry red chilli,peeled and cut into 1 4 inch round slices oil 1 dry red chilli
ingredient_38149,ingredient,cut into mustard seeds rai kadugu cumin seeds jeera 1 green chilli,cut into mustard seeds rai kadugu cumin seeds jeera 1 green chilli
ingredient_38150,ingredient,finely chopped asafoetida hing salt,finely chopped asafoetida hing salt
ingredient_38151,ingredient,to taste turmeric powder haldi coriander powder dhania cumin powder jeera 4 sprig coriander dhania leaves,to taste turmeric powder haldi coriander powder dhania cumin powder jeera 4 sprig coriander dhania leaves
recipe_38152,recipe,15935,Moong Dal Sookhi Sabzi Recipe
ingredient_38153,ingredient,yellow moong dal split red chilli powder turmeric powder haldi garam masala powder salt,yellow moong dal split red chilli powder turmeric powder haldi garam masala powder salt
ingredient_38154,ingredient,to taste oil 1 green chilli lemon juice coriander dhania leaves,to taste oil 1 green chilli lemon juice coriander dhania leaves
ingredient_38155,ingredient,as required to garnish,as required to garnish
recipe_38156,recipe,15936,Traditional Amritsari Chole Recipe | Punjabi Chole Masala
ingredient_38157,ingredient,soaked overnight 8 hours 1 tea bags ghee 1 onion,soaked overnight 8 hours 1 tea bags ghee 1 onion
ingredient_38158,ingredient,finely chopped turmeric powder haldi amchur dry mango powder black salt kala namak salt,finely chopped turmeric powder haldi amchur dry mango powder black salt kala namak salt
ingredient_38159,ingredient,for garnishing amritsari chole masala powder 1 inch cinnamon stick dalchini 5 cloves laung 1 brown cardamom badi elaichi methi seeds fenugreek seeds cumin seeds jeera coriander dhania seeds dried anardana seeds pomegranate seeds dried 5 dry red chillies whole black pepper corns,for garnishing amritsari chole masala powder 1 inch cinnamon stick dalchini 5 cloves laung 1 brown cardamom badi elaichi methi seeds fenugreek seeds cumin seeds jeera coriander dhania seeds dried anardana seeds pomegranate seeds dried 5 dry red chillies whole black pepper corns
recipe_38160,recipe,15937,Aloo Bhey Ki Sabzi Recipe (Potato Lotus Stem Curry)
ingredient_38161,ingredient,peeled and diced lotus stem,peeled and diced lotus stem
ingredient_38162,ingredient,sliced round homemade tomato puree cumin seeds jeera asafoetida hing coriander powder dhania turmeric powder haldi red chilli powder garam masala powder salt,sliced round homemade tomato puree cumin seeds jeera asafoetida hing coriander powder dhania turmeric powder haldi red chilli powder garam masala powder salt
ingredient_38163,ingredient,finely chopped ingredients to be made into a paste 2 onions,finely chopped ingredients to be made into a paste 2 onions
ingredient_38164,ingredient,roughly chopped 4 garlic 1 inch ginger 4 green chillies,roughly chopped 4 garlic 1 inch ginger 4 green chillies
recipe_38165,recipe,15938,Khatti Meethi Palak Khichdi Recipe
ingredient_38166,ingredient,ghee mustard seeds rai kadugu cumin seeds jeera 1 tomato,ghee mustard seeds rai kadugu cumin seeds jeera 1 tomato
ingredient_38167,ingredient,torn turmeric powder haldi red chilli powder asafoetida hing jaggery 1 lemon,torn turmeric powder haldi red chilli powder asafoetida hing jaggery 1 lemon
ingredient_38168,ingredient,to taste rice arhar dal split toor dal spinach,to taste rice arhar dal split toor dal spinach
ingredient_38169,ingredient,to be added after khichdi is cooked,to be added after khichdi is cooked
recipe_38170,recipe,15939,Ragi Rava Dosa Recipe With Oats - Finger Millet & Oats Dosa Recipe
ingredient_38171,ingredient,ragi flour finger millet nagli instant oats oatmeal rice flour sooji semolina rava 3 water 2 green chillies,ragi flour finger millet nagli instant oats oatmeal rice flour sooji semolina rava 3 water 2 green chillies
ingredient_38172,ingredient,crushed cumin powder jeera 2 sprig coriander dhania leaves,crushed cumin powder jeera 2 sprig coriander dhania leaves
ingredient_38173,ingredient,for cooking the dosa,for cooking the dosa
recipe_38174,recipe,15940,Pyaz Wali Bhindi Recipe | Bhindi Do Pyaza - Okra Onion Stir Fry
ingredient_38175,ingredient,bhindi lady finger okra mustard oil,bhindi lady finger okra mustard oil
ingredient_38176,ingredient,or sunflower oil ajwain carom seeds 2 inch cinnamon stick dalchini,or sunflower oil ajwain carom seeds 2 inch cinnamon stick dalchini
ingredient_38177,ingredient,broken 1 bay leaf tej patta 3 onions,broken 1 bay leaf tej patta 3 onions
ingredient_38178,ingredient,thinly sliced turmeric powder haldi red chilli powder,thinly sliced turmeric powder haldi red chilli powder
ingredient_38179,ingredient,or more to taste coriander dhania powder amchur dry mango powder salt,or more to taste coriander dhania powder amchur dry mango powder salt
recipe_38180,recipe,15941,Warqi Paratha Recipe
ingredient_38181,ingredient,all purpose flour maida ghee salt,all purpose flour maida ghee salt
ingredient_38182,ingredient,to taste sugar milk ghee,to taste sugar milk ghee
ingredient_38183,ingredient,for the layers water,for the layers water
ingredient_38184,ingredient,as required all purpose flour maida,as required all purpose flour maida
ingredient_38185,ingredient,to dust ghee,to dust ghee
ingredient_38186,ingredient,to shallow fry the parathas,to shallow fry the parathas
recipe_38187,recipe,15942,Makki and Methi Roti Recipe
ingredient_38188,ingredient,makki ka atta yellow corn meal flour 1 methi leaves fenugreek leaves,makki ka atta yellow corn meal flour 1 methi leaves fenugreek leaves
ingredient_38189,ingredient,chopped ajwain carom seeds kashmiri red chilli powder salt,chopped ajwain carom seeds kashmiri red chilli powder salt
recipe_38190,recipe,15943,Broccoli & Vegetable Coconut Curry Recipe
ingredient_38191,ingredient,cut into florets 1 red bell pepper capsicum,cut into florets 1 red bell pepper capsicum
ingredient_38192,ingredient,chopped 4 dry red chilli methi seeds fenugreek seeds coriander dhania seeds cumin seeds jeera whole black peppercorns tamarind,chopped 4 dry red chilli methi seeds fenugreek seeds coriander dhania seeds cumin seeds jeera whole black peppercorns tamarind
ingredient_38193,ingredient,lemon size fresh coconut,lemon size fresh coconut
recipe_38194,recipe,15944,Goan Style Sangacho Ross Recipe-Drumstick Curry
ingredient_38195,ingredient,arhar dal split toor dal 2 drumstick 1 2 onion,arhar dal split toor dal 2 drumstick 1 2 onion
ingredient_38196,ingredient,chopped for the gravy fresh coconut,chopped for the gravy fresh coconut
ingredient_38197,ingredient,grated coriander dhania seeds 2 dry red chillies,grated coriander dhania seeds 2 dry red chillies
ingredient_38198,ingredient,adjust according to spice threshold 1 tamarind,adjust according to spice threshold 1 tamarind
ingredient_38199,ingredient,marble sized ball 5 6 whole black peppercorns turmeric powder haldi,marble sized ball 5 6 whole black peppercorns turmeric powder haldi
recipe_38200,recipe,15945,Gawar Phali Methi Ki Sabzi Recipe -Cluster Beans Methi Sabzi
ingredient_38201,ingredient,chopped gawar phali kothavarangai cluster beans,chopped gawar phali kothavarangai cluster beans
ingredient_38202,ingredient,cut small 1 onion,cut small 1 onion
ingredient_38203,ingredient,to taste jaggery oil,to taste jaggery oil
recipe_38204,recipe,15946,Raw Jackfruit Kofta Curry Recipe - Kathal Kofta Curry Recipe
ingredient_38205,ingredient,cut into pieces all purpose flour maida fresh coconut,cut into pieces all purpose flour maida fresh coconut
ingredient_38206,ingredient,grated 1 cardamom powder elaichi sultana raisins,grated 1 cardamom powder elaichi sultana raisins
ingredient_38207,ingredient,chopped 1 green chilli cumin powder jeera water 1 cinnamon stick dalchini salt,chopped 1 green chilli cumin powder jeera water 1 cinnamon stick dalchini salt
ingredient_38208,ingredient,or ghee 5 tomato,or ghee 5 tomato
ingredient_38209,ingredient,chopped water ginger,chopped water ginger
ingredient_38210,ingredient,paste turmeric powder haldi asafoetida hing cumin seeds jeera red chilli powder garam masala powder oil,paste turmeric powder haldi asafoetida hing cumin seeds jeera red chilli powder garam masala powder oil
ingredient_38211,ingredient,as required or ghee fresh cream,as required or ghee fresh cream
ingredient_38212,ingredient,for garnish coriander dhania leaves,for garnish coriander dhania leaves
recipe_38213,recipe,15947,Egg Butter Masala Recipe
ingredient_38214,ingredient,4 whole eggs 3 tomatoes,4 whole eggs 3 tomatoes
ingredient_38215,ingredient,finely chopped 6 cloves garlic 1 4 inch ginger butter salted 1 bay leaf tej patta red chilli powder garam masala powder kasuri methi dried fenugreek leaves 20 cashew nuts ginger garlic paste salt,finely chopped 6 cloves garlic 1 4 inch ginger butter salted 1 bay leaf tej patta red chilli powder garam masala powder kasuri methi dried fenugreek leaves 20 cashew nuts ginger garlic paste salt
